obs,time,deployment,conductivity,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,profiler_timestamp,salinity,suspect_timestamp,temp,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,salinity_qc_executed,salinity_qc_results,density_qc_executed,density_qc_results,temperature_qc_executed,temperature_qc_results,lat,lon
"('2189',)",3771301940,14,3.464030027,3779218459,3779218534,3771301940,0,internal_timestamp,28.72299957,1562313140,33.10179901,0,8.211299896,1025.886718,29,13,29,29,29,29,29,29,29,29,44.63218,-124.30797
"('2190',)",3771301940,14,3.463969946,3779218459,3779218534,3771301940,0,internal_timestamp,28.71100044,1562313140,33.10110092,0,8.211400032,1025.8861,29,13,29,29,29,29,29,29,29,29,44.63218,-124.30797
"('2191',)",3771301940,14,3.463920116,3779218459,3779218534,3771301940,0,internal_timestamp,28.69400024,1562313140,33.1004982,0,8.211400032,1025.88555,29,13,29,29,29,29,29,29,29,29,44.63218,-124.30797
"('2192',)",3771301940,14,3.463860035,3779218459,3779218534,3771301940,0,internal_timestamp,28.67900085,1562313140,33.09989929,0,8.211400032,1025.885012,29,13,29,29,29,29,29,29,29,29,44.63218,-124.30797
"('2193',)",3771301940,14,3.463779926,3779218459,3779218534,3771301940,0,internal_timestamp,28.66399956,1562313140,33.09889984,0,8.211500168,1025.884144,29,13,29,29,29,29,29,29,29,29,44.63218,-124.30797
"('2194',)",3771301940,14,3.463690043,3779218459,3779218534,3771301940,0,internal_timestamp,28.64900017,1562313140,33.09780121,0,8.211700439,1025.883184,29,13,29,29,29,29,29,29,29,29,44.63218,-124.30797
"('2195',)",3771301940,14,3.463579893,3779218459,3779218534,3771301940,0,internal_timestamp,28.63299942,1562313140,33.0965004,0,8.211999893,1025.882047,29,13,29,29,29,29,29,29,29,29,44.63218,-124.30797
"('2196',)",3771301940,14,3.463490009,3779218459,3779218534,3771301940,0,internal_timestamp,28.61700058,1562313140,33.09519959,1,8.212200165,1025.880924,29,13,29,29,29,29,29,29,29,29,44.63218,-124.30797
"('2197',)",3771301940,14,3.463409901,3779218459,3779218534,3771301940,0,internal_timestamp,28.60300064,1562313140,33.09420013,0,8.212400436,1025.880046,29,13,29,29,29,29,29,29,29,29,44.63218,-124.30797
"('2198',)",3771301940,14,3.463350058,3779218459,3779218534,3771301940,0,internal_timestamp,28.58699989,1562313140,33.09339905,0,8.212599754,1025.879315,29,13,29,29,29,29,29,29,29,29,44.63218,-124.30797
"('2199',)",3771301940,14,3.463289976,3779218459,3779218533,3771301940,0,internal_timestamp,28.57500076,1562313140,33.09270096,0,8.21269989,1025.878698,29,13,29,29,29,29,29,29,29,29,44.63218,-124.30797
"('2200',)",3771301940,14,3.463249922,3779218459,3779218533,3771301940,0,internal_timestamp,28.55900002,1562313140,33.09220123,0,8.212800026,1025.878218,29,13,29,29,29,29,29,29,29,29,44.63218,-124.30797
"('2201',)",3771301940,14,3.463219881,3779218459,3779218533,3771301940,0,internal_timestamp,28.54599953,1562313140,33.09170151,0,8.212900162,1025.877752,29,13,29,29,29,29,29,29,29,29,44.63218,-124.30797
"('2202',)",3771301940,14,3.463190079,3779218459,3779218533,3771301940,0,internal_timestamp,28.53000069,1562313140,33.09140015,0,8.213000298,1025.877427,29,13,29,29,29,29,29,29,29,29,44.63218,-124.30797
"('2203',)",3771301940,14,3.463170052,3779218459,3779218533,3771301940,0,internal_timestamp,28.51399994,1562313140,33.0909996,0,8.213100433,1025.877025,29,13,29,29,29,29,29,29,29,29,44.63218,-124.30797
"('2204',)",3771301940,14,3.463150024,3779218459,3779218533,3771301940,0,internal_timestamp,28.49699974,1562313140,33.09080124,0,8.213100433,1025.876792,29,13,29,29,29,29,29,29,29,29,44.63218,-124.30797
"('2205',)",3771301941,14,3.463140011,3779218459,3779218533,3771301941,0,internal_timestamp,28.4829998,1562313141,33.09059906,0,8.213199615,1025.876554,29,13,29,29,29,29,29,29,29,29,44.63218,-124.30797
"('2206',)",3771301941,14,3.463119984,3779218459,3779218533,3771301941,0,internal_timestamp,28.46899986,1562313141,33.09049988,0,8.213199615,1025.876413,29,13,29,29,29,29,29,29,29,29,44.63218,-124.30797
"('2207',)",3771301941,14,3.46310997,3779218459,3779218533,3771301941,0,internal_timestamp,28.45499992,1562313141,33.09030151,0,8.213299751,1025.876178,29,13,29,29,29,29,29,29,29,29,44.63218,-124.30797
"('2208',)",3771301941,14,3.463089943,3779218459,3779218533,3771301941,0,internal_timestamp,28.43899918,1562313141,33.09000015,0,8.213399887,1025.875854,29,13,29,29,29,29,29,29,29,29,44.63218,-124.30797
"('2209',)",3771301941,14,3.463040113,3779218459,3779218533,3771301941,0,internal_timestamp,28.42399979,1562313141,33.08929825,0,8.213600159,1025.875205,29,13,29,29,29,29,29,29,29,29,44.63218,-124.30797
"('2210',)",3771301941,14,3.462970018,3779218459,3779218533,3771301941,0,internal_timestamp,28.40800095,1562313141,33.08840179,0,8.21380043,1025.874399,29,13,29,29,29,29,29,29,29,29,44.63218,-124.30797
"('2211',)",3771301941,14,3.462899923,3779218459,3779218533,3771301941,0,internal_timestamp,28.39500046,1562313141,33.08750153,0,8.213899612,1025.873619,29,13,29,29,29,29,29,29,29,29,44.63218,-124.30797
"('2212',)",3771301941,14,3.46284008,3779218459,3779218533,3771301941,0,internal_timestamp,28.37800026,1562313141,33.08670044,0,8.214099884,1025.872883,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2213',)",3771301941,14,3.462769985,3779218459,3779218533,3771301941,0,internal_timestamp,28.36300087,1562313141,33.08589935,0,8.21420002,1025.872171,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2214',)",3771301941,14,3.462709904,3779218459,3779218533,3771301941,0,internal_timestamp,28.35099983,1562313141,33.08509827,0,8.214300156,1025.871473,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2215',)",3771301941,14,3.462630033,3779218459,3779218533,3771301941,0,internal_timestamp,28.33499908,1562313141,33.08409882,0,8.214500427,1025.870587,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2216',)",3771301941,14,3.462549925,3779218459,3779218533,3771301941,0,internal_timestamp,28.31699944,1562313141,33.08309937,0,8.214599609,1025.869706,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2217',)",3771301941,14,3.462490082,3779218459,3779218533,3771301941,0,internal_timestamp,28.3029995,1562313141,33.08229828,1,8.214699745,1025.868999,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2218',)",3771301941,14,3.462440014,3779218459,3779218533,3771301941,0,internal_timestamp,28.28700066,1562313141,33.08169937,0,8.214900017,1025.868426,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2219',)",3771301941,14,3.46239996,3779218459,3779218533,3771301941,0,internal_timestamp,28.27199936,1562313141,33.08110046,0,8.215100288,1025.867858,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2220',)",3771301941,14,3.462349892,3779218459,3779218533,3771301941,0,internal_timestamp,28.25699997,1562313141,33.08039856,0,8.215399742,1025.867195,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2221',)",3771301942,14,3.462300062,3779218459,3779218533,3771301942,0,internal_timestamp,28.24300003,1562313142,33.07960129,0,8.215600014,1025.866475,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2222',)",3771301942,14,3.462249994,3779218459,3779218533,3771301942,0,internal_timestamp,28.22599983,1562313142,33.0788002,0,8.215800285,1025.86574,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2223',)",3771301942,14,3.462219954,3779218459,3779218533,3771301942,0,internal_timestamp,28.21199989,1562313142,33.07839966,0,8.215999603,1025.865332,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2224',)",3771301942,14,3.462219954,3779218459,3779218533,3771301942,0,internal_timestamp,28.19799995,1562313142,33.07839966,0,8.215999603,1025.865268,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2225',)",3771301942,14,3.462229967,3779218459,3779218533,3771301942,0,internal_timestamp,28.18300056,1562313142,33.07839966,0,8.216099739,1025.865185,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2226',)",3771301942,14,3.462219954,3779218459,3779218533,3771301942,0,internal_timestamp,28.16699982,1562313142,33.07830048,0,8.216099739,1025.865034,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2227',)",3771301942,14,3.462199926,3779218459,3779218533,3771301942,0,internal_timestamp,28.15200043,1562313142,33.07789993,0,8.216199875,1025.864636,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2228',)",3771301942,14,3.46216011,3779218459,3779218533,3771301942,0,internal_timestamp,28.13599968,1562313142,33.07740021,0,8.216400146,1025.864141,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2229',)",3771301942,14,3.462120056,3779218459,3779218533,3771301942,0,internal_timestamp,28.11899948,1562313142,33.07690048,0,8.216500282,1025.863657,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2230',)",3771301942,14,3.462110043,3779218459,3779218533,3771301942,0,internal_timestamp,28.10499954,1562313142,33.0766983,0,8.216500282,1025.863434,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2231',)",3771301942,14,3.462120056,3779218459,3779218533,3771301942,0,internal_timestamp,28.09000015,1562313142,33.07690048,0,8.216500282,1025.863524,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2232',)",3771301942,14,3.462140083,3779218459,3779218533,3771301942,0,internal_timestamp,28.0739994,1562313142,33.07709885,0,8.216500282,1025.863607,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2233',)",3771301942,14,3.462150097,3779218459,3779218533,3771301942,0,internal_timestamp,28.05699921,1562313142,33.07730103,0,8.216400146,1025.863702,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2234',)",3771301942,14,3.46213007,3779218459,3779218533,3771301942,0,internal_timestamp,28.04299927,1562313142,33.07709885,0,8.216500282,1025.863465,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2235',)",3771301942,14,3.462090015,3779218459,3779218533,3771301942,0,internal_timestamp,28.02499962,1562313142,33.07659912,0,8.216600418,1025.862976,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2236',)",3771301942,14,3.462049961,3779218459,3779218533,3771301942,0,internal_timestamp,28.01000023,1562313142,33.07590103,0,8.2166996,1025.862345,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2237',)",3771301943,14,3.461990118,3779218459,3779218533,3771301943,0,internal_timestamp,27.99799919,1562313143,33.07519913,0,8.216899872,1025.86171,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2238',)",3771301943,14,3.461970091,3779218459,3779218533,3771301943,0,internal_timestamp,27.97900009,1562313143,33.07490158,0,8.217000008,1025.861375,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2239',)",3771301943,14,3.461970091,3779218459,3779218533,3771301943,0,internal_timestamp,27.96199989,1562313143,33.07490158,0,8.217000008,1025.861297,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2240',)",3771301943,14,3.461980104,3779218459,3779218533,3771301943,0,internal_timestamp,27.9470005,1562313143,33.07500076,0,8.217000008,1025.861306,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2241',)",3771301943,14,3.461990118,3779218459,3779218533,3771301943,0,internal_timestamp,27.93300056,1562313143,33.07509995,0,8.217100143,1025.861305,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2242',)",3771301943,14,3.461980104,3779218459,3779218533,3771301943,0,internal_timestamp,27.91399956,1562313143,33.07479858,0,8.217200279,1025.860967,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2243',)",3771301943,14,3.46194005,3779218459,3779218533,3771301943,0,internal_timestamp,27.89999962,1562313143,33.07419968,0,8.217399597,1025.860404,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2244',)",3771301943,14,3.461889982,3779218459,3779218533,3771301943,0,internal_timestamp,27.88500023,1562313143,33.07350159,0,8.217599869,1025.859758,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2245',)",3771301943,14,3.461849928,3779218459,3779218533,3771301943,0,internal_timestamp,27.86700058,1562313143,33.07279968,0,8.217900276,1025.859081,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2246',)",3771301943,14,3.461810112,3779218459,3779218533,3771301943,0,internal_timestamp,27.85300064,1562313143,33.07220078,0,8.218099594,1025.858517,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2247',)",3771301943,14,3.461780071,3779218459,3779218533,3771301943,0,internal_timestamp,27.8390007,1562313143,33.07170105,0,8.218400002,1025.858017,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2248',)",3771301943,14,3.461750031,3779218459,3779218533,3771301943,0,internal_timestamp,27.8239994,1562313143,33.07120132,0,8.218500137,1025.857542,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2249',)",3771301943,14,3.461730003,3779218459,3779218533,3771301943,0,internal_timestamp,27.80400085,1562313143,33.07089996,0,8.218600273,1025.857199,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2250',)",3771301943,14,3.461709976,3779218459,3779218533,3771301943,0,internal_timestamp,27.78899956,1562313143,33.07049942,0,8.218700409,1025.856801,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2251',)",3771301943,14,3.461689949,3779218459,3779218533,3771301943,0,internal_timestamp,27.77499962,1562313143,33.07030106,0,8.218899727,1025.856552,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2252',)",3771301943,14,3.461679935,3779218459,3779218533,3771301943,0,internal_timestamp,27.75900078,1562313143,33.06999969,0,8.219099998,1025.856213,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2253',)",3771301944,14,3.461669922,3779218459,3779218533,3771301944,0,internal_timestamp,27.73999977,1562313144,33.06969833,0,8.219200134,1025.855875,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2254',)",3771301944,14,3.461639881,3779218459,3779218533,3771301944,0,internal_timestamp,27.71899986,1562313144,33.06909943,0,8.219499588,1025.855265,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2255',)",3771301944,14,3.461590052,3779218459,3779218533,3771301944,0,internal_timestamp,27.70599937,1562313144,33.06829834,0,8.219799995,1025.854532,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2256',)",3771301944,14,3.461509943,3779218459,3779218533,3771301944,0,internal_timestamp,27.69000053,1562313144,33.06719971,0,8.220100403,1025.853553,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2257',)",3771301944,14,3.461440086,3779218459,3779218533,3771301944,0,internal_timestamp,27.67300034,1562313144,33.06610107,0,8.220499992,1025.852554,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2258',)",3771301944,14,3.461369991,3779218459,3779218533,3771301944,0,internal_timestamp,27.65500069,1562313144,33.06510162,0,8.2208004,1025.851644,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2259',)",3771301944,14,3.461329937,3779218459,3779218533,3771301944,0,internal_timestamp,27.64100075,1562313144,33.0644989,0,8.220999718,1025.851077,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2260',)",3771301944,14,3.46130991,3779218459,3779218533,3771301944,0,internal_timestamp,27.62800026,1562313144,33.06420136,0,8.221099854,1025.85077,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2261',)",3771301944,14,3.461299896,3779218459,3779218533,3771301944,0,internal_timestamp,27.6079998,1562313144,33.06399918,0,8.221199989,1025.850505,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2262',)",3771301944,14,3.461289883,3779218459,3779218533,3771301944,0,internal_timestamp,27.59000015,1562313144,33.06389999,0,8.221300125,1025.85033,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2263',)",3771301944,14,3.461289883,3779218459,3779218533,3771301944,0,internal_timestamp,27.5739994,1562313144,33.06370163,0,8.221400261,1025.850086,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2264',)",3771301944,14,3.461270094,3779218459,3779218533,3771301944,0,internal_timestamp,27.56200027,1562313144,33.06349945,1,8.221500397,1025.849858,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2265',)",3771301944,14,3.46126008,3779218459,3779218533,3771301944,0,internal_timestamp,27.54299927,1562313144,33.0632019,0,8.221599579,1025.849523,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2266',)",3771301944,14,3.461250067,3779218459,3779218533,3771301944,0,internal_timestamp,27.52700043,1562313144,33.06290054,0,8.221699715,1025.849199,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2267',)",3771301944,14,3.461210012,3779218459,3779218533,3771301944,0,internal_timestamp,27.51199913,1562313144,33.06240082,0,8.221899986,1025.848709,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2268',)",3771301944,14,3.461169958,3779218459,3779218533,3771301944,0,internal_timestamp,27.49300003,1562313144,33.06169891,0,8.222200394,1025.848027,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2269',)",3771301945,14,3.461129904,3779218459,3779218533,3771301945,0,internal_timestamp,27.47699928,1562313145,33.06110001,0,8.222399712,1025.847454,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2270',)",3771301945,14,3.461110115,3779218459,3779218533,3771301945,0,internal_timestamp,27.46299934,1562313145,33.06069946,0,8.222700119,1025.847031,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2271',)",3771301945,14,3.461090088,3779218459,3779218533,3771301945,0,internal_timestamp,27.44300079,1562313145,33.0603981,0,8.222800255,1025.846689,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2272',)",3771301945,14,3.461090088,3779218459,3779218533,3771301945,0,internal_timestamp,27.4260006,1562313145,33.06029892,0,8.222800255,1025.846533,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2273',)",3771301945,14,3.461090088,3779218459,3779218533,3771301945,0,internal_timestamp,27.40999985,1562313145,33.06029892,0,8.222900391,1025.846445,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2274',)",3771301945,14,3.461070061,3779218459,3779218533,3771301945,0,internal_timestamp,27.39299965,1562313145,33.05989838,0,8.222999573,1025.846039,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2275',)",3771301945,14,3.46104002,3779218459,3779218533,3771301945,0,internal_timestamp,27.37800026,1562313145,33.05939865,1,8.223199844,1025.845549,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2276',)",3771301945,14,3.461009979,3779218459,3779218533,3771301945,0,internal_timestamp,27.36100006,1562313145,33.05889893,0,8.223500252,1025.845034,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2277',)",3771301945,14,3.460969925,3779218459,3779218533,3771301945,0,internal_timestamp,27.3409996,1562313145,33.05820084,0,8.223799706,1025.844351,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2278',)",3771301945,14,3.460939884,3779218459,3779218533,3771301945,0,internal_timestamp,27.32299995,1562313145,33.05780029,0,8.223899841,1025.84394,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2279',)",3771301945,14,3.460939884,3779218459,3779218533,3771301945,0,internal_timestamp,27.30599976,1562313145,33.05759811,0,8.223999977,1025.843688,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2280',)",3771301945,14,3.460930109,3779218459,3779218533,3771301945,0,internal_timestamp,27.29299927,1562313145,33.05739975,0,8.224200249,1025.843444,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2281',)",3771301945,14,3.460920095,3779218459,3779218533,3771301945,0,internal_timestamp,27.27300072,1562313145,33.05720139,0,8.224300385,1025.843182,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2282',)",3771301945,14,3.460910082,3779218459,3779218533,3771301945,0,internal_timestamp,27.25600052,1562313145,33.05699921,0,8.224399567,1025.842931,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2283',)",3771301945,14,3.460880041,3779218459,3779218533,3771301945,0,internal_timestamp,27.23699951,1562313145,33.05659866,0,8.224499702,1025.842515,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2284',)",3771301945,14,3.460860014,3779218459,3779218533,3771301945,0,internal_timestamp,27.21899986,1562313145,33.05630112,0,8.224599838,1025.842185,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2285',)",3771301946,14,3.46085,3779218459,3779218533,3771301946,0,internal_timestamp,27.20700073,1562313146,33.05609894,0,8.224699974,1025.841956,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2286',)",3771301946,14,3.460839987,3779218459,3779218533,3771301946,0,internal_timestamp,27.19000053,1562313146,33.05590057,0,8.22480011,1025.841708,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2287',)",3771301946,14,3.460839987,3779218459,3779218533,3771301946,0,internal_timestamp,27.17300034,1562313146,33.05569839,0,8.225000381,1025.841442,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2288',)",3771301946,14,3.460839987,3779218459,3779218533,3771301946,0,internal_timestamp,27.15500069,1562313146,33.05559921,0,8.225099564,1025.841267,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2289',)",3771301946,14,3.460839987,3779218459,3779218533,3771301946,0,internal_timestamp,27.13800049,1562313146,33.05540085,0,8.225399971,1025.840989,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2290',)",3771301946,14,3.460829973,3779218459,3779218533,3771301946,0,internal_timestamp,27.12100029,1562313146,33.05509949,0,8.225600243,1025.840646,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2291',)",3771301946,14,3.460809946,3779218459,3779218533,3771301946,0,internal_timestamp,27.10199928,1562313146,33.05469894,0,8.225799561,1025.840215,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2292',)",3771301946,14,3.460779905,3779218459,3779218533,3771301946,0,internal_timestamp,27.08300018,1562313146,33.05410004,0,8.225999832,1025.839629,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2293',)",3771301946,14,3.460750103,3779218459,3779218533,3771301946,0,internal_timestamp,27.06900024,1562313146,33.05369949,0,8.226200104,1025.839221,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2294',)",3771301946,14,3.460740089,3779218459,3779218533,3771301946,0,internal_timestamp,27.04800034,1562313146,33.05350113,0,8.226400375,1025.83894,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2295',)",3771301946,14,3.460740089,3779218459,3779218533,3771301946,0,internal_timestamp,27.03300095,1562313146,33.05339813,0,8.226499558,1025.838775,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2296',)",3771301946,14,3.460750103,3779218459,3779218533,3771301946,0,internal_timestamp,27.01600075,1562313146,33.05329895,0,8.226599693,1025.838605,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2297',)",3771301946,14,3.460750103,3779218459,3779218533,3771301946,0,internal_timestamp,26.99699974,1562313146,33.05319977,0,8.226699829,1025.838426,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2298',)",3771301946,14,3.460740089,3779218459,3779218533,3771301946,0,internal_timestamp,26.9810009,1562313146,33.0530014,0,8.226799965,1025.838182,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2299',)",3771301946,14,3.460740089,3779218459,3779218533,3771301946,0,internal_timestamp,26.96800041,1562313146,33.05289841,0,8.226900101,1025.838027,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2300',)",3771301946,14,3.460740089,3779218459,3779218533,3771301946,0,internal_timestamp,26.95100021,1562313146,33.05289841,0,8.227000237,1025.837934,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2301',)",3771301947,14,3.460740089,3779218459,3779218533,3771301947,0,internal_timestamp,26.9279995,1562313147,33.05279922,0,8.227100372,1025.837737,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2302',)",3771301947,14,3.460750103,3779218459,3779218533,3771301947,0,internal_timestamp,26.91300011,1562313147,33.05279922,0,8.227199554,1025.837653,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2303',)",3771301947,14,3.460750103,3779218459,3779218533,3771301947,0,internal_timestamp,26.89599991,1562313147,33.05279922,0,8.227199554,1025.837576,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2304',)",3771301947,14,3.460750103,3779218459,3779218533,3771301947,0,internal_timestamp,26.87800026,1562313147,33.05279922,0,8.22729969,1025.837478,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2305',)",3771301947,14,3.460730076,3779218459,3779218533,3771301947,0,internal_timestamp,26.85700035,1562313147,33.05260086,0,8.22729969,1025.837227,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2306',)",3771301947,14,3.460720062,3779218459,3779218533,3771301947,0,internal_timestamp,26.84000015,1562313147,33.05239868,0,8.227399826,1025.836976,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2307',)",3771301947,14,3.460700035,3779218459,3779218533,3771301947,0,internal_timestamp,26.8239994,1562313147,33.05220032,0,8.227399826,1025.836747,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2308',)",3771301947,14,3.460690022,3779218459,3779218533,3771301947,0,internal_timestamp,26.80800056,1562313147,33.05210114,0,8.227399826,1025.836596,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2309',)",3771301947,14,3.460690022,3779218459,3779218533,3771301947,0,internal_timestamp,26.79100037,1562313147,33.05210114,0,8.227399826,1025.836518,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2310',)",3771301947,14,3.460710049,3779218459,3779218533,3771301947,0,internal_timestamp,26.77199936,1562313147,33.05220032,0,8.227499962,1025.836494,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2311',)",3771301947,14,3.460730076,3779218459,3779218533,3771301947,0,internal_timestamp,26.75699997,1562313147,33.0522995,0,8.227600098,1025.836489,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2312',)",3771301947,14,3.460730076,3779218459,3779218533,3771301947,0,internal_timestamp,26.73900032,1562313147,33.05220032,0,8.227800369,1025.836299,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2313',)",3771301947,14,3.460730076,3779218459,3779218533,3771301947,0,internal_timestamp,26.71899986,1562313147,33.05199814,0,8.227999687,1025.836019,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2314',)",3771301947,14,3.460740089,3779218459,3779218533,3771301947,0,internal_timestamp,26.70000076,1562313147,33.05189896,0,8.228099823,1025.83584,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2315',)",3771301947,14,3.460730076,3779218459,3779218533,3771301947,0,internal_timestamp,26.68199921,1562313147,33.05170059,0,8.228199959,1025.835587,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2316',)",3771301947,14,3.460720062,3779218459,3779218533,3771301947,0,internal_timestamp,26.66600037,1562313147,33.05160141,0,8.228300095,1025.835421,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('2317',)",3771301948,14,3.460720062,3779218459,3779218533,3771301948,0,internal_timestamp,26.65200043,1562313148,33.05149841,0,8.228300095,1025.835276,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
