obs,time,deployment,conductivity,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,profiler_timestamp,salinity,suspect_timestamp,temp,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,salinity_qc_executed,salinity_qc_results,density_qc_executed,density_qc_results,temperature_qc_executed,temperature_qc_results,lat,lon
"('0',)",3696393182,5,3.643759966,3742011295,3742011295,3696393182,0,internal_timestamp,69.8219986,1487404382,32.68310165,0,10.66030025,1025.351948,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('1',)",3696393182,5,3.643719912,3742011295,3742011295,3696393182,0,internal_timestamp,69.82299805,1487404382,32.68270111,0,10.66030025,1025.351641,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('2',)",3696393182,5,3.643790007,3742011295,3742011295,3696393182,0,internal_timestamp,69.81999969,1487404382,32.68360138,0,10.66009998,1025.352363,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('3',)",3696393182,5,3.643759966,3742011295,3742011295,3696393182,0,internal_timestamp,69.8219986,1487404382,32.68320084,0,10.66030025,1025.352026,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('4',)",3696393182,5,3.643719912,3742011295,3742011295,3696393182,0,internal_timestamp,69.82299805,1487404382,32.68289948,0,10.66009998,1025.35183,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('5',)",3696393182,5,3.643610001,3742011295,3742011295,3696393182,0,internal_timestamp,69.8219986,1487404382,32.68159866,0,10.66030025,1025.350778,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('6',)",3696393182,5,3.643790007,3742011295,3742011295,3696393182,0,internal_timestamp,69.82099915,1487404382,32.68330002,0,10.66040039,1025.352081,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('7',)",3696393182,5,3.643650055,3742011295,3742011295,3696393182,0,internal_timestamp,69.81999969,1487404382,32.68209839,0,10.66020012,1025.351176,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('8',)",3696393182,5,3.643569946,3742011295,3742011295,3696393182,0,internal_timestamp,69.8239975,1487404382,32.68130112,0,10.66020012,1025.350573,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('9',)",3696393182,5,3.643539906,3742011295,3742011295,3696393182,0,internal_timestamp,69.82099915,1487404382,32.68090057,0,10.66030025,1025.35023,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('10',)",3696393182,5,3.643589973,3742011295,3742011295,3696393182,0,internal_timestamp,69.8219986,1487404382,32.68130112,0,10.66040039,1025.350529,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('11',)",3696393182,5,3.643699884,3742011295,3742011295,3696393182,0,internal_timestamp,69.82099915,1487404382,32.68239975,0,10.66049957,1025.351363,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('12',)",3696393182,5,3.643830061,3742011295,3742011295,3696393182,0,internal_timestamp,69.82299805,1487404382,32.68360138,0,10.66059971,1025.35229,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('13',)",3696393182,5,3.64387989,3742011295,3742011295,3696393182,0,internal_timestamp,69.8219986,1487404382,32.68399811,0,10.66069984,1025.352577,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('14',)",3696393182,5,3.643889904,3742011295,3742011295,3696393182,0,internal_timestamp,69.82099915,1487404382,32.6841011,0,10.66069984,1025.352652,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('15',)",3696393182,5,3.643889904,3742011295,3742011295,3696393182,0,internal_timestamp,69.81999969,1487404382,32.6841011,0,10.66069984,1025.352648,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('16',)",3696393183,5,3.643909931,3742011295,3742011295,3696393183,0,internal_timestamp,69.81800079,1487404383,32.68420029,0,10.66079998,1025.352698,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('17',)",3696393183,5,3.643919945,3742011295,3742011295,3696393183,0,internal_timestamp,69.82099915,1487404383,32.68429947,0,10.66079998,1025.352789,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('18',)",3696393183,5,3.643929958,3742011295,3742011295,3696393183,0,internal_timestamp,69.8239975,1487404383,32.68439865,0,10.66079998,1025.35288,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('19',)",3696393183,5,3.643919945,3742011295,3742011295,3696393183,0,internal_timestamp,69.82299805,1487404383,32.68429947,0,10.66079998,1025.352798,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('20',)",3696393183,5,3.643919945,3742011295,3742011295,3696393183,0,internal_timestamp,69.81999969,1487404383,32.68429947,0,10.66079998,1025.352785,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('21',)",3696393183,5,3.643909931,3742011295,3742011295,3696393183,0,internal_timestamp,69.81999969,1487404383,32.68429947,0,10.66069984,1025.352802,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('22',)",3696393183,5,3.643909931,3742011295,3742011295,3696393183,0,internal_timestamp,69.81800079,1487404383,32.68429947,0,10.66069984,1025.352793,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('23',)",3696393183,5,3.643899918,3742011295,3742011295,3696393183,0,internal_timestamp,69.81999969,1487404383,32.68420029,0,10.66069984,1025.352725,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('24',)",3696393183,5,3.643899918,3742011295,3742011295,3696393183,0,internal_timestamp,69.81999969,1487404383,32.6841011,0,10.66069984,1025.352648,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('25',)",3696393183,5,3.643889904,3742011295,3742011295,3696393183,0,internal_timestamp,69.81900024,1487404383,32.6841011,0,10.66069984,1025.352643,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('26',)",3696393183,5,3.643889904,3742011295,3742011295,3696393183,0,internal_timestamp,69.81600189,1487404383,32.68399811,0,10.66079998,1025.352532,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('27',)",3696393183,5,3.643899918,3742011295,3742011295,3696393183,0,internal_timestamp,69.81999969,1487404383,32.6841011,0,10.66079998,1025.35263,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('28',)",3696393183,5,3.643909931,3742011295,3742011295,3696393183,0,internal_timestamp,69.81800079,1487404383,32.68420029,0,10.66079998,1025.352698,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('29',)",3696393183,5,3.643919945,3742011295,3742011295,3696393183,0,internal_timestamp,69.81500244,1487404383,32.68429947,0,10.66079998,1025.352762,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('30',)",3696393183,5,3.643919945,3742011295,3742011295,3696393183,0,internal_timestamp,69.81999969,1487404383,32.68429947,0,10.66079998,1025.352785,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('31',)",3696393183,5,3.643919945,3742011295,3742011295,3696393183,0,internal_timestamp,69.8219986,1487404383,32.68429947,0,10.66069984,1025.352811,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('32',)",3696393184,5,3.643909931,3742011295,3742011295,3696393184,0,internal_timestamp,69.8219986,1487404384,32.68429947,0,10.66069984,1025.352811,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('33',)",3696393184,5,3.643899918,3742011295,3742011295,3696393184,0,internal_timestamp,69.82099915,1487404384,32.68429947,0,10.66059971,1025.352824,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('34',)",3696393184,5,3.643899918,3742011295,3742011295,3696393184,0,internal_timestamp,69.82299805,1487404384,32.68429947,0,10.66059971,1025.352833,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('35',)",3696393184,5,3.643899918,3742011295,3742011295,3696393184,0,internal_timestamp,69.8219986,1487404384,32.68429947,0,10.66059971,1025.352829,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('36',)",3696393184,5,3.643899918,3742011295,3742011295,3696393184,0,internal_timestamp,69.8219986,1487404384,32.68420029,0,10.66069984,1025.352734,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('37',)",3696393184,5,3.643909931,3742011295,3742011295,3696393184,0,internal_timestamp,69.82499695,1487404384,32.68420029,0,10.66079998,1025.35273,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('38',)",3696393184,5,3.643909931,3742011295,3742011295,3696393184,0,internal_timestamp,69.82099915,1487404384,32.68420029,0,10.66079998,1025.352712,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('39',)",3696393184,5,3.643909931,3742011295,3742011295,3696393184,0,internal_timestamp,69.8259964,1487404384,32.68420029,0,10.66079998,1025.352735,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('40',)",3696393184,5,3.643899918,3742011295,3742011295,3696393184,0,internal_timestamp,69.82800293,1487404384,32.6841011,0,10.66079998,1025.352667,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('41',)",3696393184,5,3.643899918,3742011295,3742011295,3696393184,0,internal_timestamp,69.82499695,1487404384,32.68399811,0,10.66079998,1025.352573,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('42',)",3696393184,5,3.643889904,3742011295,3742011295,3696393184,0,internal_timestamp,69.8239975,1487404384,32.68399811,0,10.66079998,1025.352568,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('43',)",3696393184,5,3.643899918,3742011295,3742011295,3696393184,0,internal_timestamp,69.8219986,1487404384,32.6841011,0,10.66079998,1025.352639,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('44',)",3696393184,5,3.643909931,3742011295,3742011295,3696393184,0,internal_timestamp,69.8239975,1487404384,32.68420029,0,10.66069984,1025.352743,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('45',)",3696393184,5,3.643909931,3742011295,3742011295,3696393184,0,internal_timestamp,69.8259964,1487404384,32.68420029,0,10.66069984,1025.352752,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('46',)",3696393184,5,3.643909931,3742011295,3742011295,3696393184,0,internal_timestamp,69.82800293,1487404384,32.68420029,0,10.66069984,1025.352761,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('47',)",3696393184,5,3.643909931,3742011295,3742011295,3696393184,0,internal_timestamp,69.82700348,1487404384,32.68429947,0,10.66069984,1025.352834,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('48',)",3696393185,5,3.643919945,3742011295,3742011295,3696393185,0,internal_timestamp,69.8259964,1487404385,32.68439865,0,10.66069984,1025.352907,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('49',)",3696393185,5,3.643919945,3742011295,3742011295,3696393185,0,internal_timestamp,69.82800293,1487404385,32.68439865,0,10.66069984,1025.352916,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('50',)",3696393185,5,3.643919945,3742011295,3742011295,3696393185,0,internal_timestamp,69.82800293,1487404385,32.68439865,0,10.66069984,1025.352916,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('51',)",3696393185,5,3.643919945,3742011295,3742011295,3696393185,0,internal_timestamp,69.83100128,1487404385,32.68429947,0,10.66069984,1025.352852,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('52',)",3696393185,5,3.643909931,3742011295,3742011295,3696393185,0,internal_timestamp,69.82700348,1487404385,32.68429947,0,10.66069984,1025.352834,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('53',)",3696393185,5,3.643899918,3742011295,3742011295,3696393185,0,internal_timestamp,69.83200073,1487404385,32.68420029,0,10.66069984,1025.352779,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('54',)",3696393185,5,3.643889904,3742011295,3742011295,3696393185,0,internal_timestamp,69.83599854,1487404385,32.6841011,0,10.66069984,1025.35272,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('55',)",3696393185,5,3.643889904,3742011295,3742011295,3696393185,0,internal_timestamp,69.83399963,1487404385,32.6841011,0,10.66069984,1025.352711,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('56',)",3696393185,5,3.643899918,3742011295,3742011295,3696393185,0,internal_timestamp,69.83399963,1487404385,32.6841011,0,10.66069984,1025.352711,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('57',)",3696393185,5,3.643909931,3742011295,3742011295,3696393185,0,internal_timestamp,69.83399963,1487404385,32.68429947,0,10.66069984,1025.352866,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('58',)",3696393185,5,3.643909931,3742011295,3742011295,3696393185,0,internal_timestamp,69.83499908,1487404385,32.68429947,0,10.66069984,1025.35287,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('59',)",3696393185,5,3.643909931,3742011295,3742011295,3696393185,0,internal_timestamp,69.83699799,1487404385,32.68420029,0,10.66079998,1025.352785,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('60',)",3696393185,5,3.643889904,3742011295,3742011295,3696393185,0,internal_timestamp,69.83999634,1487404385,32.6841011,0,10.66069984,1025.352739,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('61',)",3696393185,5,3.643889904,3742011295,3742011295,3696393185,0,internal_timestamp,69.84200287,1487404385,32.6841011,0,10.66069984,1025.352748,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('62',)",3696393185,5,3.643889904,3742011295,3742011295,3696393185,0,internal_timestamp,69.83799744,1487404385,32.6841011,0,10.66069984,1025.352729,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('63',)",3696393185,5,3.643899918,3742011295,3742011295,3696393185,0,internal_timestamp,69.84100342,1487404385,32.68420029,0,10.66069984,1025.35282,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('64',)",3696393186,5,3.643899918,3742011295,3742011295,3696393186,0,internal_timestamp,69.83999634,1487404386,32.68420029,0,10.66059971,1025.352833,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('65',)",3696393186,5,3.643899918,3742011295,3742011295,3696393186,0,internal_timestamp,69.84500122,1487404386,32.68420029,0,10.66069984,1025.352838,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('66',)",3696393186,5,3.643889904,3742011295,3742011295,3696393186,0,internal_timestamp,69.84500122,1487404386,32.6841011,0,10.66069984,1025.352761,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('67',)",3696393186,5,3.64387989,3742011295,3742011295,3696393186,0,internal_timestamp,69.84700012,1487404386,32.68399811,0,10.66069984,1025.35269,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('68',)",3696393186,5,3.643870115,3742011295,3742011295,3696393186,0,internal_timestamp,69.84899902,1487404386,32.68399811,0,10.66059971,1025.352717,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('69',)",3696393186,5,3.64387989,3742011295,3742011295,3696393186,0,internal_timestamp,69.84799957,1487404386,32.6841011,0,10.66059971,1025.352792,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('70',)",3696393186,5,3.643899918,3742011295,3742011295,3696393186,0,internal_timestamp,69.84899902,1487404386,32.68429947,0,10.66059971,1025.352951,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('71',)",3696393186,5,3.643909931,3742011295,3742011295,3696393186,0,internal_timestamp,69.85299683,1487404386,32.68439865,0,10.66059971,1025.353047,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('72',)",3696393186,5,3.643909931,3742011295,3742011295,3696393186,0,internal_timestamp,69.85299683,1487404386,32.68439865,0,10.66059971,1025.353047,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('73',)",3696393186,5,3.643889904,3742011295,3742011295,3696393186,0,internal_timestamp,69.85600281,1487404386,32.68420029,0,10.66059971,1025.352906,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('74',)",3696393186,5,3.643889904,3742011295,3742011295,3696393186,0,internal_timestamp,69.85700226,1487404386,32.68420029,0,10.66059971,1025.35291,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('75',)",3696393186,5,3.643889904,3742011295,3742011295,3696393186,0,internal_timestamp,69.85600281,1487404386,32.68420029,0,10.66059971,1025.352906,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('76',)",3696393186,5,3.643889904,3742011295,3742011295,3696393186,0,internal_timestamp,69.85600281,1487404386,32.68420029,0,10.66049957,1025.352923,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('77',)",3696393186,5,3.643889904,3742011295,3742011295,3696393186,0,internal_timestamp,69.86000061,1487404386,32.68429947,0,10.66049957,1025.353019,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('78',)",3696393186,5,3.643899918,3742011295,3742011295,3696393186,0,internal_timestamp,69.86299896,1487404386,32.68429947,0,10.66049957,1025.353032,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('79',)",3696393186,5,3.643899918,3742011295,3742011295,3696393186,0,internal_timestamp,69.86499786,1487404386,32.68429947,0,10.66059971,1025.353024,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('80',)",3696393187,5,3.643899918,3742011295,3742011295,3696393187,0,internal_timestamp,69.8690033,1487404387,32.68429947,0,10.66059971,1025.353042,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('81',)",3696393187,5,3.643899918,3742011295,3742011295,3696393187,0,internal_timestamp,69.86499786,1487404387,32.68420029,0,10.66069984,1025.352929,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('82',)",3696393187,5,3.643899918,3742011295,3742011295,3696393187,0,internal_timestamp,69.86699677,1487404387,32.68420029,0,10.66069984,1025.352938,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('83',)",3696393187,5,3.643899918,3742011295,3742011295,3696393187,0,internal_timestamp,69.86699677,1487404387,32.68420029,0,10.66069984,1025.352938,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('84',)",3696393187,5,3.643899918,3742011295,3742011295,3696393187,0,internal_timestamp,69.86699677,1487404387,32.68420029,0,10.66069984,1025.352938,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('85',)",3696393187,5,3.643899918,3742011295,3742011295,3696393187,0,internal_timestamp,69.87400055,1487404387,32.68429947,0,10.66059971,1025.353065,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('86',)",3696393187,5,3.643889904,3742011295,3742011295,3696393187,0,internal_timestamp,69.8730011,1487404387,32.68420029,0,10.66059971,1025.352983,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('87',)",3696393187,5,3.643889904,3742011295,3742011295,3696393187,0,internal_timestamp,69.87400055,1487404387,32.68420029,0,10.66059971,1025.352988,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('88',)",3696393187,5,3.643889904,3742011295,3742011295,3696393187,0,internal_timestamp,69.87799835,1487404387,32.6841011,0,10.66059971,1025.352928,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('89',)",3696393187,5,3.64387989,3742011295,3742011295,3696393187,0,internal_timestamp,69.8789978,1487404387,32.68399811,0,10.66069984,1025.352835,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('90',)",3696393187,5,3.64387989,3742011295,3742011295,3696393187,0,internal_timestamp,69.87799835,1487404387,32.68389893,0,10.66069984,1025.352754,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('91',)",3696393187,5,3.64387989,3742011295,3742011295,3696393187,0,internal_timestamp,69.88400269,1487404387,32.68399811,0,10.66069984,1025.352858,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('92',)",3696393187,5,3.64387989,3742011295,3742011295,3696393187,0,internal_timestamp,69.88500214,1487404387,32.68399811,0,10.66059971,1025.35288,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('93',)",3696393187,5,3.64387989,3742011295,3742011295,3696393187,0,internal_timestamp,69.88700104,1487404387,32.68399811,0,10.66059971,1025.352889,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('94',)",3696393187,5,3.643870115,3742011295,3742011295,3696393187,0,internal_timestamp,69.88700104,1487404387,32.68399811,0,10.66059971,1025.352889,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('95',)",3696393187,5,3.643870115,3742011295,3742011295,3696393187,0,internal_timestamp,69.88899994,1487404387,32.68389893,0,10.66059971,1025.352821,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('96',)",3696393188,5,3.643860102,3742011295,3742011295,3696393188,0,internal_timestamp,69.89499664,1487404388,32.68389893,0,10.66059971,1025.352848,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('97',)",3696393188,5,3.643860102,3742011295,3742011295,3696393188,0,internal_timestamp,69.89499664,1487404388,32.68389893,0,10.66059971,1025.352848,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('98',)",3696393188,5,3.643870115,3742011295,3742011295,3696393188,0,internal_timestamp,69.89499664,1487404388,32.68399811,0,10.66049957,1025.352943,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('99',)",3696393188,5,3.64387989,3742011295,3742011295,3696393188,0,internal_timestamp,69.89900208,1487404388,32.6841011,0,10.66049957,1025.353041,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('100',)",3696393188,5,3.64387989,3742011295,3742011295,3696393188,0,internal_timestamp,69.89900208,1487404388,32.6841011,0,10.66049957,1025.353041,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('101',)",3696393188,5,3.64387989,3742011295,3742011295,3696393188,0,internal_timestamp,69.90100098,1487404388,32.6841011,0,10.66049957,1025.35305,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('102',)",3696393188,5,3.643870115,3742011295,3742011295,3696393188,0,internal_timestamp,69.90200043,1487404388,32.6841011,0,10.66040039,1025.353072,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('103',)",3696393188,5,3.643870115,3742011295,3742011295,3696393188,0,internal_timestamp,69.90499878,1487404388,32.68399811,0,10.66040039,1025.353006,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('104',)",3696393188,5,3.643860102,3742011295,3742011295,3696393188,0,internal_timestamp,69.90699768,1487404388,32.68399811,0,10.66040039,1025.353015,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('105',)",3696393188,5,3.643870115,3742011295,3742011295,3696393188,0,internal_timestamp,69.90699768,1487404388,32.68399811,0,10.66049957,1025.352997,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('106',)",3696393188,5,3.643870115,3742011295,3742011295,3696393188,0,internal_timestamp,69.90699768,1487404388,32.6841011,0,10.66049957,1025.353078,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('107',)",3696393188,5,3.64387989,3742011295,3742011295,3696393188,0,internal_timestamp,69.91100311,1487404388,32.6841011,0,10.66049957,1025.353096,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('108',)",3696393188,5,3.64387989,3742011295,3742011295,3696393188,0,internal_timestamp,69.91600037,1487404388,32.6841011,0,10.66049957,1025.353118,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('109',)",3696393188,5,3.64387989,3742011295,3742011295,3696393188,0,internal_timestamp,69.91799927,1487404388,32.6841011,0,10.66049957,1025.353127,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('110',)",3696393188,5,3.64387989,3742011295,3742011295,3696393188,0,internal_timestamp,69.91500092,1487404388,32.6841011,0,10.66049957,1025.353114,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('111',)",3696393188,5,3.64387989,3742011295,3742011295,3696393188,0,internal_timestamp,69.91699982,1487404388,32.6841011,0,10.66049957,1025.353123,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('112',)",3696393189,5,3.643889904,3742011295,3742011295,3696393189,0,internal_timestamp,69.91899872,1487404389,32.68420029,0,10.66049957,1025.353209,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('113',)",3696393189,5,3.643889904,3742011295,3742011295,3696393189,0,internal_timestamp,69.91799927,1487404389,32.68420029,0,10.66049957,1025.353205,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('114',)",3696393189,5,3.643889904,3742011295,3742011295,3696393189,0,internal_timestamp,69.91999817,1487404389,32.68420029,0,10.66040039,1025.353231,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('115',)",3696393189,5,3.64387989,3742011295,3742011295,3696393189,0,internal_timestamp,69.91999817,1487404389,32.68429947,0,10.66040039,1025.353308,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('116',)",3696393189,5,3.64387989,3742011295,3742011295,3696393189,0,internal_timestamp,69.92199707,1487404389,32.68429947,0,10.66030025,1025.353335,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('117',)",3696393189,5,3.64387989,3742011295,3742011295,3696393189,0,internal_timestamp,69.92299652,1487404389,32.68429947,0,10.66030025,1025.353339,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('118',)",3696393189,5,3.64387989,3742011295,3742011295,3696393189,0,internal_timestamp,69.92500305,1487404389,32.68429947,0,10.66030025,1025.353348,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('119',)",3696393189,5,3.64387989,3742011295,3742011295,3696393189,0,internal_timestamp,69.9280014,1487404389,32.68429947,0,10.66030025,1025.353362,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('120',)",3696393189,5,3.64387989,3742011295,3742011295,3696393189,0,internal_timestamp,69.93299866,1487404389,32.68429947,0,10.66030025,1025.353385,29,13,29,29,29,29,29,13,29,29,44.6372,-124.299071
"('121',)",3696393189,5,3.64387989,3742011295,3742011295,3696393189,0,internal_timestamp,69.92900085,1487404389,32.68429947,0,10.66020012,1025.353384,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('122',)",3696393189,5,3.64387989,3742011295,3742011295,3696393189,0,internal_timestamp,69.93000031,1487404389,32.68429947,0,10.66020012,1025.353388,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('123',)",3696393189,5,3.64387989,3742011295,3742011295,3696393189,0,internal_timestamp,69.93099976,1487404389,32.68439865,0,10.66020012,1025.35347,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('124',)",3696393189,5,3.643889904,3742011295,3742011295,3696393189,0,internal_timestamp,69.93199921,1487404389,32.68439865,0,10.66030025,1025.353457,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('125',)",3696393189,5,3.643889904,3742011295,3742011295,3696393189,0,internal_timestamp,69.93499756,1487404389,32.68439865,0,10.66030025,1025.353471,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('126',)",3696393189,5,3.643889904,3742011295,3742011295,3696393189,0,internal_timestamp,69.93599701,1487404389,32.68439865,0,10.66030025,1025.353475,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('127',)",3696393189,5,3.643889904,3742011295,3742011295,3696393189,0,internal_timestamp,69.93399811,1487404389,32.68450165,0,10.66020012,1025.353564,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('128',)",3696393190,5,3.643889904,3742011295,3742011295,3696393190,0,internal_timestamp,69.93499756,1487404390,32.68450165,0,10.66009998,1025.353586,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
"('129',)",3696393190,5,3.64387989,3742011295,3742011295,3696393190,0,internal_timestamp,69.93699646,1487404390,32.68450165,0,10.66009998,1025.353595,29,13,29,13,29,29,29,13,29,29,44.6372,-124.299071
