obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,raw_time_microseconds,raw_time_seconds,temp,dpc_ctd_seawater_conductivity,salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('0',)",3771100889,5,33.37689972,3774706963,3774706965,3771100889,0,internal_timestamp,577.25,644971,1562112088,5.48029995,3.337689972,34.11714958,1029.58556,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1',)",3771100909,5,33.45429993,3774706963,3774706965,3771100909,0,internal_timestamp,573.460022,648028,1562112108,5.581999779,3.345429993,34.10417986,1029.544382,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2',)",3771100929,5,33.56940079,3774706963,3774706965,3771100929,0,internal_timestamp,568.3699951,643938,1562112128,5.733300209,3.356940079,34.0845053,1029.485166,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('3',)",3771100949,5,33.58060074,3774706963,3774706965,3771100949,0,internal_timestamp,563.210022,641398,1562112148,5.747700214,3.358060074,34.08520216,1029.460132,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('4',)",3771100969,5,33.5719986,3774706963,3774706965,3771100969,0,internal_timestamp,558.039978,645978,1562112168,5.740499973,3.35719986,34.08527468,1029.437489,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('5',)",3771100989,5,33.57379913,3774706963,3774706965,3771100989,0,internal_timestamp,552.8499756,649834,1562112188,5.745299816,3.357379913,34.08503246,1029.412877,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('6',)",3771101009,5,33.62369919,3774706963,3774706965,3771101009,0,internal_timestamp,547.7199707,638171,1562112208,5.807899952,3.362369919,34.08091664,1029.377646,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('7',)",3771101029,5,33.65340042,3774706963,3774706965,3771101029,0,internal_timestamp,542.4899902,644113,1562112228,5.84800005,3.365340042,34.07667391,1029.344898,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('8',)",3771101049,5,33.67010117,3774706963,3774706965,3771101049,0,internal_timestamp,537.2600098,650651,1562112248,5.871399879,3.367010117,34.07455343,1029.31609,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('9',)",3771101069,5,33.67430115,3774706963,3774706965,3771101069,0,internal_timestamp,531.9699707,648451,1562112268,5.877999783,3.367430115,34.07525156,1029.291515,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('10',)",3771101089,5,33.67440033,3774706963,3774706965,3771101089,0,internal_timestamp,526.710022,643189,1562112288,5.880599976,3.367440033,34.07533527,1029.267138,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('11',)",3771101109,5,33.66360092,3774706963,3774706965,3771101109,0,internal_timestamp,521.3900146,651897,1562112308,5.869699955,3.366360092,34.07673336,1029.245356,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('12',)",3771101129,5,33.66719818,3774706963,3774706965,3771101129,0,internal_timestamp,516.0999756,648780,1562112328,5.877500057,3.366719818,34.07555219,1029.219133,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('13',)",3771101149,5,33.65750122,3774706963,3774706965,3771101149,0,internal_timestamp,510.7399902,644727,1562112348,5.868599892,3.365750122,34.07620577,1029.196302,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('14',)",3771101169,5,33.65219879,3774706963,3774706965,3771101169,0,internal_timestamp,505.3599854,649716,1562112368,5.869100094,3.365219879,34.07238207,1029.168574,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('15',)",3771101189,5,33.65380096,3774706963,3774706965,3771101189,0,internal_timestamp,500.0799866,647876,1562112388,5.873600006,3.365380096,34.07226558,1029.143664,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('16',)",3771101209,5,33.65480042,3774706963,3774706965,3771101209,0,internal_timestamp,494.730011,641853,1562112408,5.877299786,3.365480042,34.07230889,1029.118664,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('17',)",3771101229,5,33.65359879,3774706963,3774706965,3771101229,0,internal_timestamp,489.4200134,645703,1562112428,5.878900051,3.365359879,34.07196356,1029.093824,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('18',)",3771101249,5,33.65879822,3774706963,3774706965,3771101249,0,internal_timestamp,484.1099854,647220,1562112448,5.888000011,3.365879822,34.07129557,1029.067713,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('19',)",3771101269,5,33.66059875,3774706963,3774706965,3771101269,0,internal_timestamp,478.7399902,650442,1562112468,5.89260006,3.366059875,34.07134883,1029.042501,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('20',)",3771101289,5,33.66139984,3774706963,3774706965,3771101289,0,internal_timestamp,473.480011,653567,1562112488,5.897099972,3.366139984,34.07032498,1029.016958,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('21',)",3771101309,5,33.66970062,3774706963,3774706965,3771101309,0,internal_timestamp,468.1499939,650248,1562112508,5.909699917,3.366970062,34.06964496,1028.990267,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('22',)",3771101329,5,33.7030983,3774706963,3774706965,3771101329,0,internal_timestamp,462.7799988,650325,1562112528,5.952499866,3.37030983,34.06690676,1028.95768,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('23',)",3771101349,5,33.71220016,3774706963,3774706965,3771101349,0,internal_timestamp,457.4400024,649263,1562112548,5.965099812,3.371220016,34.06712786,1028.931649,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('24',)",3771101369,5,33.72249985,3774706963,3774706965,3771101369,0,internal_timestamp,452.1499939,648963,1562112568,5.980500221,3.372249985,34.0658622,1028.904296,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('25',)",3771101389,5,33.74229813,3774706963,3774706965,3771101389,0,internal_timestamp,446.8299866,653717,1562112588,6.007699966,3.374229813,34.06344975,1028.874299,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('26',)",3771101409,5,33.74259949,3774706963,3774706965,3771101409,0,internal_timestamp,441.5299988,668566,1562112608,6.010200024,3.374259949,34.06389076,1028.849992,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('27',)",3771101429,5,33.74739838,3774706963,3774706965,3771101429,0,internal_timestamp,436.1900024,656468,1562112628,6.019899845,3.374739838,34.06218686,1028.822834,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('28',)",3771101449,5,33.75939941,3774706963,3774706965,3771101449,0,internal_timestamp,430.8299866,652723,1562112648,6.039400101,3.375939941,34.05875716,1028.792893,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('29',)",3771101469,5,33.76789856,3774706963,3774706965,3771101469,0,internal_timestamp,425.480011,649582,1562112668,6.053199768,3.376789856,34.05710313,1028.765169,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('30',)",3771101489,5,33.80130005,3774706963,3774706965,3771101489,0,internal_timestamp,420.1799927,656764,1562112688,6.098100185,3.380130005,34.05220385,1028.730887,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('31',)",3771101509,5,33.84999847,3774706963,3774706965,3771101509,0,internal_timestamp,414.9100037,654607,1562112708,6.160999775,3.384999847,34.04640281,1028.693559,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('32',)",3771101529,5,33.88100052,3774706963,3774706965,3771101529,0,internal_timestamp,409.5799866,660101,1562112728,6.201300144,3.388100052,34.04341135,1028.661238,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('33',)",3771101549,5,33.90660095,3774706963,3774706965,3771101549,0,internal_timestamp,404.3500061,665299,1562112748,6.232900143,3.390660095,34.04301524,1028.632602,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('34',)",3771101569,5,33.95209885,3774706963,3774706965,3771101569,0,internal_timestamp,399.0499878,657122,1562112768,6.287199974,3.395209885,34.04219076,1028.600169,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('35',)",3771101589,5,33.96709824,3774706963,3774706965,3771101589,0,internal_timestamp,393.8599854,653181,1562112788,6.305900097,3.396709824,34.04280184,1028.574263,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('36',)",3771101609,5,33.97439957,3774706963,3774706965,3771101609,0,internal_timestamp,388.5799866,651795,1562112808,6.316699982,3.397439957,34.04275458,1028.548514,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('37',)",3771101629,5,33.98559952,3774706963,3774706965,3771101629,0,internal_timestamp,383.3500061,661912,1562112828,6.332600117,3.398559952,34.04194119,1028.521687,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('38',)",3771101649,5,33.98540115,3774706963,3774706965,3771101649,0,internal_timestamp,378.0899963,651700,1562112848,6.334700108,3.398540115,34.0422028,1028.49747,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('39',)",3771101669,5,33.98559952,3774706963,3774706965,3771101669,0,internal_timestamp,372.7799988,652086,1562112868,6.337600231,3.398559952,34.04213418,1028.472651,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('40',)",3771101689,5,33.99449921,3774706963,3774706965,3771101689,0,internal_timestamp,367.5700073,659230,1562112888,6.350399971,3.399449921,34.04183937,1028.446747,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('41',)",3771101709,5,34.00419998,3774706963,3774706965,3771101709,0,internal_timestamp,362.2799988,657812,1562112908,6.365200043,3.400419998,34.0404821,1028.419364,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('42',)",3771101729,5,34.00540161,3774706963,3774706965,3771101729,0,internal_timestamp,356.9700012,658471,1562112928,6.368999958,3.400540161,34.04063516,1028.39459,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('43',)",3771101749,5,34.00669861,3774706963,3774706965,3771101749,0,internal_timestamp,351.6300049,659662,1562112948,6.374300003,3.400669861,34.03941575,1028.368389,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('44',)",3771101769,5,34.00590134,3774706963,3774706965,3771101769,0,internal_timestamp,346.3599854,658545,1562112968,6.376399994,3.400590134,34.03902024,1028.343589,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('45',)",3771101789,5,34.00439835,3774706963,3774706965,3771101789,0,internal_timestamp,341.1000061,661305,1562112988,6.379000187,3.400439835,34.03733754,1028.317751,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('46',)",3771101809,5,34.00400162,3774706963,3774706965,3771101809,0,internal_timestamp,335.7200012,656031,1562113008,6.384399891,3.400400162,34.03415731,1028.289797,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('47',)",3771101829,5,34.02199936,3774706963,3774706965,3771101829,0,internal_timestamp,330.4500122,657819,1562113028,6.408599854,3.402199936,34.03266022,1028.261086,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('48',)",3771101849,5,34.03570175,3774706963,3774706965,3771101849,0,internal_timestamp,325.230011,662852,1562113048,6.427299976,3.403570175,34.03183594,1028.233888,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('49',)",3771101869,5,34.05599976,3774706963,3774706965,3771101869,0,internal_timestamp,320.0299988,657780,1562113068,6.452199936,3.405599976,34.03215708,1028.206827,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('50',)",3771101889,5,34.07550049,3774706963,3774706965,3771101889,0,internal_timestamp,314.7900085,660410,1562113088,6.476399899,3.407550049,34.03230363,1028.179538,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('51',)",3771101909,5,34.12110138,3774706963,3774706965,3771101909,0,internal_timestamp,309.6099854,661957,1562113108,6.533899784,3.412110138,34.02826131,1028.144621,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('52',)",3771101929,5,34.13980103,3774706963,3774706965,3771101929,0,internal_timestamp,304.4500122,663966,1562113128,6.55880022,3.413980103,34.02677075,1028.116303,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('53',)",3771101949,5,34.17359924,3774706963,3774706965,3771101949,0,internal_timestamp,299.2099915,666217,1562113148,6.603099823,3.417359924,34.02277207,1028.082953,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('54',)",3771101969,5,34.18730164,3774706963,3774706965,3771101969,0,internal_timestamp,293.9899902,667849,1562113168,6.621799946,3.418730164,34.02192616,1028.055727,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('55',)",3771101989,5,34.18999863,3774706963,3774706965,3771101989,0,internal_timestamp,288.7999878,666585,1562113188,6.626900196,3.418999863,34.02238498,1028.031554,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('56',)",3771102009,5,34.21709824,3774706963,3774706965,3771102009,0,internal_timestamp,283.5499878,663843,1562113208,6.663400173,3.421709824,34.01870778,1027.999484,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('57',)",3771102029,5,34.26499939,3774706963,3774706965,3771102029,0,internal_timestamp,278.3500061,663768,1562113228,6.726699829,3.426499939,34.01141179,1027.961045,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('58',)",3771102049,5,34.30170059,3774706963,3774706965,3771102049,0,internal_timestamp,273.1199951,664350,1562113248,6.774400234,3.430170059,34.00721,1027.92706,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('59',)",3771102069,5,34.31399918,3774706963,3774706965,3771102069,0,internal_timestamp,267.8800049,661901,1562113268,6.790999889,3.431399918,34.00688917,1027.900433,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('60',)",3771102089,5,34.34500122,3774706963,3774706965,3771102089,0,internal_timestamp,262.6499939,663461,1562113288,6.832399845,3.434500122,34.00262912,1027.867268,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('61',)",3771102109,5,34.34540176,3774706963,3774706965,3771102109,0,internal_timestamp,257.3999939,661613,1562113308,6.834799767,3.434540176,34.00325255,1027.843329,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('62',)",3771102129,5,34.37739944,3774706963,3774706965,3771102129,0,internal_timestamp,252.1699982,667588,1562113328,6.876900196,3.437739944,33.99938767,1027.810367,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('63',)",3771102149,5,34.37590027,3774706963,3774706965,3771102149,0,internal_timestamp,246.9700012,669078,1562113348,6.876900196,3.437590027,34.00026902,1027.787188,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('64',)",3771102169,5,34.37530136,3774706963,3774706965,3771102169,0,internal_timestamp,241.7200012,672488,1562113368,6.879099846,3.437530136,33.99999244,1027.762558,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('65',)",3771102189,5,34.37670136,3774706963,3774706965,3771102189,0,internal_timestamp,236.4799957,665716,1562113388,6.883600235,3.437670136,33.99963631,1027.737585,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('66',)",3771102209,5,34.38059998,3774706963,3774706965,3771102209,0,internal_timestamp,231.25,670729,1562113408,6.891300201,3.438059998,33.99886178,1027.711877,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('67',)",3771102229,5,34.37789917,3774706963,3774706965,3771102229,0,internal_timestamp,226.0399933,664143,1562113428,6.890299797,3.437789917,33.99941883,1027.688529,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('68',)",3771102249,5,34.38059998,3774706963,3774706965,3771102249,0,internal_timestamp,220.8300018,680885,1562113448,6.89620018,3.438059998,33.99909694,1027.663519,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('69',)",3771102269,5,34.3791008,3774706963,3774706965,3771102269,0,internal_timestamp,215.5800018,666450,1562113468,6.896900177,3.43791008,33.99931624,1027.639478,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('70',)",3771102289,5,34.38050079,3774706963,3774706965,3771102289,0,internal_timestamp,210.3899994,672057,1562113488,6.901199818,3.438050079,33.9991376,1027.614893,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('71',)",3771102309,5,34.39910126,3774706963,3774706965,3771102309,0,internal_timestamp,205.2100067,676075,1562113508,6.927700043,3.439910126,33.99592667,1027.584854,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('72',)",3771102329,5,34.417099,3774706963,3774706965,3771102329,0,internal_timestamp,200.1100006,665049,1562113528,6.952499866,3.4417099,33.99369159,1027.556181,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('73',)",3771102349,5,34.47299957,3774706963,3774706965,3771102349,0,internal_timestamp,194.9900055,673863,1562113548,7.025400162,3.447299957,33.98558786,1027.516014,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('74',)",3771102369,5,34.52949905,3774706963,3774706965,3771102369,0,internal_timestamp,189.7799988,667736,1562113568,7.098100185,3.452949905,33.97836216,1027.476109,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('75',)",3771102389,5,34.57189941,3774706963,3774706965,3771102389,0,internal_timestamp,184.6100006,664805,1562113588,7.15500021,3.457189941,33.97123423,1027.438674,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('76',)",3771102409,5,34.63040161,3774706963,3774706965,3771102409,0,internal_timestamp,179.3999939,672679,1562113608,7.231699944,3.463040161,33.96223071,1027.396728,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('77',)",3771102429,5,34.70470047,3774706963,3774706965,3771102429,0,internal_timestamp,174.2100067,667591,1562113628,7.315299988,3.470470047,33.96361906,1027.362005,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('78',)",3771102449,5,34.75910187,3774706963,3774706965,3771102449,0,internal_timestamp,169.0200043,670232,1562113648,7.380000114,3.475910187,33.96184629,1027.327479,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('79',)",3771102469,5,34.85350037,3774706963,3774706965,3771102469,0,internal_timestamp,163.6999969,671227,1562113668,7.50180006,3.485350037,33.94761011,1027.274239,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('80',)",3771102489,5,34.91849899,3774706963,3774706965,3771102489,0,internal_timestamp,158.3999939,666461,1562113688,7.578199863,3.491849899,33.94585325,1027.237413,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('81',)",3771102509,5,34.99480057,3774706963,3774706965,3771102509,0,internal_timestamp,153.1000061,675996,1562113708,7.666600227,3.499480057,33.94454635,1027.199128,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('82',)",3771102529,5,35.12170029,3774706963,3774706965,3771102529,0,internal_timestamp,147.8000031,672138,1562113728,7.824200153,3.512170029,33.93027936,1027.140323,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('83',)",3771102549,5,35.20740128,3774706963,3774706965,3771102549,0,internal_timestamp,142.4400024,677875,1562113748,7.932700157,3.520740128,33.91942983,1027.09105,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('84',)",3771102569,5,35.27289963,3774706963,3774706965,3771102569,0,internal_timestamp,137.1300049,675688,1562113768,8.012900352,3.527289963,33.91432131,1027.050669,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('85',)",3771102589,5,35.32220078,3774706963,3774706965,3771102589,0,internal_timestamp,131.7899933,700588,1562113788,8.085599899,3.532220078,33.89916169,1027.003351,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('86',)",3771102609,5,35.35620117,3774706963,3774706965,3771102609,0,internal_timestamp,126.4400024,675844,1562113808,8.145199776,3.535620117,33.88036197,1026.955081,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('87',)",3771102629,5,35.43050003,3774706963,3774706965,3771102629,0,internal_timestamp,121.1500015,675436,1562113828,8.252599716,3.543050003,33.85834648,1026.897262,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('88',)",3771102649,5,35.51330185,3774706963,3774706965,3771102649,0,internal_timestamp,115.8399963,683782,1562113848,8.393199921,3.551330185,33.81348214,1026.816255,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('89',)",3771102669,5,35.55730057,3774706963,3774706965,3771102669,0,internal_timestamp,110.5400009,673139,1562113868,8.477499962,3.555730057,33.78167775,1026.754082,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('90',)",3771102689,5,35.55799866,3774706963,3774706965,3771102689,0,internal_timestamp,105.1999969,672879,1562113888,8.482299805,3.555799866,33.78031463,1026.727829,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('91',)",3771102709,5,35.57730103,3774706963,3774706965,3771102709,0,internal_timestamp,99.91000366,672766,1562113908,8.519300461,3.557730103,33.7677535,1026.68805,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('92',)",3771102729,5,35.59410095,3774706963,3774706965,3771102729,0,internal_timestamp,97.87000275,680323,1562113928,8.552100182,3.559410095,33.75506403,1026.663684,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('93',)",3771102731,5,35.59429932,3774706963,3774706965,3771102731,0,internal_timestamp,97.81999969,678534,1562113930,8.552200317,3.559429932,33.75520084,1026.663547,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('94',)",3771102768,5,35.58940125,3774706963,3774706965,3771102768,0,internal_timestamp,98.41000366,488900,1562113968,8.537699699,3.558940125,33.76362324,1026.675093,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('95',)",3771102788,5,35.57300186,3774706963,3774706965,3771102788,0,internal_timestamp,102.8499985,491969,1562113988,8.507200241,3.557300186,33.77342048,1026.707824,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('96',)",3771102808,5,35.55899811,3774706963,3774706965,3771102808,0,internal_timestamp,108.3499985,493136,1562114008,8.477800369,3.555899811,33.7842072,1026.745993,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('97',)",3771102829,5,35.55049896,3774706963,3774706965,3771102829,0,internal_timestamp,113.8600006,496037,1562114028,8.443200111,3.555049896,33.80580378,1026.793473,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('98',)",3771102849,5,35.48260117,3774706963,3774706965,3771102849,0,internal_timestamp,119.3600006,498460,1562114048,8.317199707,3.548260117,33.85232305,1026.87447,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('99',)",3771102868,5,35.39009857,3774706963,3774706965,3771102868,0,internal_timestamp,124.8099976,490633,1562114068,8.180299759,3.539009857,33.8833551,1026.944635,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('100',)",3771102888,5,35.33840179,3774706963,3774706965,3771102888,0,internal_timestamp,130.2799988,494219,1562114088,8.098600388,3.533840179,33.90459277,1026.998726,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('101',)",3771102908,5,35.30279922,3774706963,3774706965,3771102908,0,internal_timestamp,135.7899933,485287,1562114108,8.043800354,3.530279922,33.91699209,1027.04197,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('102',)",3771102928,5,35.24290085,3774706963,3774706965,3771102928,0,internal_timestamp,141.3300018,491633,1562114128,7.963200092,3.524290085,33.92839615,1027.088424,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('103',)",3771102949,5,35.15159988,3774706963,3774706965,3771102949,0,internal_timestamp,146.8000031,495759,1562114148,7.846399784,3.515159988,33.94129107,1027.141074,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('104',)",3771102969,5,35.06900024,3774706963,3774706965,3771102969,0,internal_timestamp,152.2700043,500300,1562114168,7.744900227,3.506900024,33.94861258,1027.186964,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('105',)",3771102989,5,34.97050095,3774706963,3774706965,3771102989,0,internal_timestamp,157.6900024,516958,1562114188,7.629099846,3.497050095,33.95269526,1027.232071,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('106',)",3771103008,5,34.91320038,3774706963,3774706965,3771103008,0,internal_timestamp,163.1900024,494642,1562114208,7.562699795,3.491320038,33.9529594,1027.267216,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('107',)",3771103028,5,34.8484993,3774706963,3774706965,3771103028,0,internal_timestamp,168.6499939,491425,1562114228,7.482800007,3.48484993,33.95838727,1027.308163,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('108',)",3771103048,5,34.76459885,3774706963,3774706965,3771103048,0,internal_timestamp,174.1199951,487490,1562114248,7.371600151,3.476459885,33.97358751,1027.361308,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('109',)",3771103068,5,34.72060013,3774706963,3774706965,3771103068,0,internal_timestamp,179.6600037,494464,1562114268,7.320700169,3.472060013,33.97298691,1027.393599,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('110',)",3771103089,5,34.66469955,3774706963,3774706965,3771103089,0,internal_timestamp,185.0899963,501681,1562114288,7.260799885,3.466469955,33.96828669,1027.423442,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('111',)",3771103109,5,34.6094017,3774706963,3774706965,3771103109,0,internal_timestamp,190.4799957,498968,1562114308,7.192900181,3.46094017,33.97207642,1027.460888,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('112',)",3771103129,5,34.56340027,3774706963,3774706965,3771103129,0,internal_timestamp,195.8600006,496708,1562114328,7.131499767,3.456340027,33.9796084,1027.500269,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('113',)",3771103148,5,34.53350067,3774706963,3774706965,3771103148,0,internal_timestamp,201.2899933,490792,1562114348,7.09070015,3.453350067,33.98443788,1027.534803,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('114',)",3771103169,5,34.42169952,3774706963,3774706965,3771103169,0,internal_timestamp,206.6999969,495272,1562114368,6.947299957,3.442169952,34.00066377,1027.59267,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('115',)",3771103189,5,34.39419937,3774706963,3774706965,3771103189,0,internal_timestamp,212.0899963,501178,1562114388,6.912799835,3.439419937,34.00190313,1027.62325,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('116',)",3771103209,5,34.38510132,3774706963,3774706965,3771103209,0,internal_timestamp,217.4799957,499740,1562114408,6.900599957,3.438510132,34.00132995,1027.64927,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
